,assists_round,deaths_round,dmg_round,gnd_dmg_round,hs_percentage,impact,kast,kd_ratio,kills_round,maps_played,player_age,player_country,player_id,player_link,player_nick,rating_1,rounds_played,save_team_round,saved_by_round,total_deaths,total_kills
11717,0.10,0.76,-,-,70.0%,-,-,0.45,0.34,1,-,Sweden,9514,https://www.hltv.org/stats/players/9514/ferry,ferry,0.53,29,-,-,22,10
11718,0.08,0.88,83.8,0.3,60.9%,0.79,65.4%,1.00,0.88,1,22,Netherlands,18516,https://www.hltv.org/stats/players/18516/janavarrr,jANAVARRR,0.93,26,0.15,0.00,23,23
11719,0.04,0.82,67.6,1.5,25.4%,0.97,59.2%,0.84,0.68,4,22,Australia,18741,https://www.hltv.org/stats/players/18741/s1ck,s1ck,0.86,98,0.06,0.07,80,67
11720,0.02,0.83,-,-,38.5%,-,-,0.37,0.31,2,-,Germany,8208,https://www.hltv.org/stats/players/8208/remiw0w,reMiw0w,0.51,42,-,-,35,13
11721,0.14,0.69,70.1,3.5,42.4%,0.84,69.3%,0.88,0.61,131,33,Thailand,2425,https://www.hltv.org/stats/players/2425/viperdemon,ViperDemon,0.88,3439,0.09,0.11,2372,2092
11722,0.13,0.83,74.5,4.4,33.3%,0.82,58.4%,0.70,0.58,3,-,Netherlands,14279,https://www.hltv.org/stats/players/14279/mdp,MdP,0.81,77,0.10,0.04,64,45
11723,0.15,0.68,68.2,5.9,37.0%,0.83,67.4%,0.86,0.58,361,25,Australia,11494,https://www.hltv.org/stats/players/11494/dezibel,Dezibel,0.93,9269,0.08,0.10,6277,5420
11724,0.13,0.77,72.0,4.3,45.7%,0.89,63.4%,0.77,0.59,37,32,United States,9500,https://www.hltv.org/stats/players/9500/ironman,iRONMAN,0.83,894,0.09,0.10,688,529
11725,0.17,0.71,61.2,3.0,38.8%,0.73,67.1%,0.69,0.49,7,22,Japan,18691,https://www.hltv.org/stats/players/18691/alaska,Alaska,0.83,173,0.08,0.13,123,85
11726,0.12,0.71,69.9,2.9,37.3%,0.96,64.7%,0.90,0.64,119,29,China,10880,https://www.hltv.org/stats/players/10880/3,3,0.95,3071,0.09,0.08,2192,1967
11727,0.08,0.87,60.5,1.3,50.0%,0.77,63.3%,0.62,0.53,3,22,United States,17413,https://www.hltv.org/stats/players/17413/lock3,Lock3,0.77,60,0.08,0.10,52,32
11728,0.16,0.70,74.4,3.5,40.5%,1.00,65.3%,0.90,0.63,100,30,Australia,8083,https://www.hltv.org/stats/players/8083/havoc,Havoc,0.91,2460,0.07,0.08,1725,1549
11729,0.11,0.70,-,-,52.7%,-,-,0.97,0.68,165,-,Germany,7208,https://www.hltv.org/stats/players/7208/smn,smn,0.98,4200,-,-,2929,2844
11730,0.09,0.97,63.9,2.0,55.6%,0.93,42.9%,0.53,0.51,2,-,Mexico,19416,https://www.hltv.org/stats/players/19416/ghost,GhOsT,0.61,35,0.11,0.09,34,18
11731,0.18,0.75,75.9,5.8,47.1%,1.16,74.7%,0.95,0.71,8,-,Hungary,3153,https://www.hltv.org/stats/players/3153/khris,kHRIS,0.95,268,0.18,0.15,200,191
11732,0.18,0.83,63.7,5.1,52.3%,0.82,56.2%,0.59,0.49,4,-,Chile,18416,https://www.hltv.org/stats/players/18416/7omsinho,7omsinho,0.69,89,0.09,0.04,74,44
11733,0.14,0.67,78.6,2.9,41.7%,1.17,69.5%,1.08,0.72,175,27,South Africa,9744,https://www.hltv.org/stats/players/9744/kanii,kanii,1.06,4328,0.08,0.08,2910,3133
11734,0.12,0.72,-,-,51.2%,-,-,0.93,0.67,5,-,Croatia,9420,https://www.hltv.org/stats/players/9420/tom-b,tom b,0.94,122,-,-,88,82
11735,0.20,0.77,-,-,47.0%,-,-,0.69,0.53,18,-,Germany,7525,https://www.hltv.org/stats/players/7525/tpn,tpN,0.73,435,-,-,335,232
11736,0.16,0.77,80.8,4.3,48.4%,0.94,63.5%,0.79,0.61,5,-,Sweden,11700,https://www.hltv.org/stats/players/11700/delio,delio,0.94,156,0.08,0.04,120,95
11737,0.12,0.70,79.5,3.8,53.1%,1.20,70.2%,1.06,0.75,68,21,Lebanon,11905,https://www.hltv.org/stats/players/11905/spy,spy,1.11,1784,0.10,0.10,1257,1330
11738,0.13,1.00,64.1,1.0,50.0%,0.60,43.6%,0.51,0.51,2,18,Laos,19266,https://www.hltv.org/stats/players/19266/reaper,Reaper,0.53,39,0.10,0.03,39,20
11739,0.23,0.77,72.3,6.0,56.2%,0.86,65.4%,0.80,0.62,1,23,United Arab Emirates,13937,https://www.hltv.org/stats/players/13937/steel,steel,0.89,26,0.15,0.23,20,16
11740,0.11,0.67,76.6,2.7,37.4%,1.13,71.3%,1.10,0.74,255,20,United States,14109,https://www.hltv.org/stats/players/14109/xotic,XotiC,1.11,6715,0.11,0.10,4483,4944
11741,0.13,0.71,69.3,4.3,60.8%,0.87,66.7%,0.84,0.60,45,21,Russia,14164,https://www.hltv.org/stats/players/14164/ruben,RubeN,0.93,1141,0.09,0.10,813,681
11742,0.12,0.70,56.9,1.6,40.7%,0.98,63.1%,0.82,0.57,4,23,China,15498,https://www.hltv.org/stats/players/15498/majic-forever,MaJic_Forever,0.88,103,0.09,0.10,72,59
11743,0.15,0.77,65.7,3.3,57.6%,0.85,67.1%,0.74,0.57,9,30,Thailand,14582,https://www.hltv.org/stats/players/14582/freddy,Freddy,0.87,219,0.13,0.12,169,125
11744,0.10,0.72,61.3,1.4,47.3%,0.76,62.2%,0.76,0.55,13,27,South Africa,17902,https://www.hltv.org/stats/players/17902/rmp,rMp,0.81,333,0.10,0.08,240,182
11745,0.13,0.83,58.4,3.3,44.6%,0.69,55.1%,0.56,0.46,23,27,Australia,12587,https://www.hltv.org/stats/players/12587/marben,MarbeN,0.66,526,0.05,0.09,434,242
11746,0.09,0.78,65.7,3.6,48.6%,0.70,56.2%,0.70,0.55,3,24,Russia,16944,https://www.hltv.org/stats/players/16944/tobi,tobi-,0.74,64,0.03,0.03,50,35
11747,0.14,0.78,78.3,4.5,50.4%,1.09,59.6%,0.81,0.63,8,-,Denmark,2471,https://www.hltv.org/stats/players/2471/kvallion,KVALLION,0.87,195,0.04,0.04,152,123
11748,0.11,0.22,18.9,0.0,50.0%,0.55,92.6%,0.67,0.15,1,23,United States,20767,https://www.hltv.org/stats/players/20767/bolt,BoLT,1.05,27,0.04,0.07,6,4
11749,0.24,0.95,-,-,40.0%,-,-,0.75,0.71,1,-,United States,8511,https://www.hltv.org/stats/players/8511/vince,vince,0.72,21,-,-,20,15
11750,0.05,0.85,54.8,2.8,56.5%,0.83,51.2%,0.66,0.56,2,-,Peru,18938,https://www.hltv.org/stats/players/18938/probz,Probz,0.69,41,0.07,0.10,35,23
11751,0.15,0.79,-,-,60.8%,-,-,0.93,0.73,4,-,Denmark,1911,https://www.hltv.org/stats/players/1911/daksch,DAKSCH,1.00,101,-,-,80,74
11752,0.20,0.93,65.2,1.7,45.8%,0.78,55.0%,0.43,0.40,3,25,Mexico,14707,https://www.hltv.org/stats/players/14707/ubres,UbreS,0.64,60,0.02,0.08,56,24
11753,0.00,0.75,-,-,6.6%,-,-,0.79,0.60,4,-,Poland,7351,https://www.hltv.org/stats/players/7351/empoweredd,EMPOWEREDD.,0.79,102,-,-,77,61
11754,0.06,1.00,39.2,0.0,60.0%,0.47,38.9%,0.28,0.28,1,24,Mongolia,16541,https://www.hltv.org/stats/players/16541/titan,TiTaN,0.33,18,0.00,0.11,18,5
11755,0.12,0.68,69.1,3.1,51.4%,0.89,67.6%,0.92,0.63,314,27,France,8302,https://www.hltv.org/stats/players/8302/mistou,mistou,0.92,8284,0.09,0.08,5669,5229
11756,0.17,0.66,-,-,33.8%,-,-,0.99,0.66,19,-,Germany,7224,https://www.hltv.org/stats/players/7224/calipo,caLipo,0.96,470,-,-,310,308
11757,0.10,0.88,69.9,0.8,55.6%,0.78,61.0%,0.75,0.66,2,24,Germany,20327,https://www.hltv.org/stats/players/20327/fraqstar,Fraqstar,0.79,41,0.10,0.05,36,27
11758,0.14,0.77,67.8,2.7,48.6%,1.04,68.6%,0.77,0.60,4,19,Russia,19662,https://www.hltv.org/stats/players/19662/way1one,way1one,0.92,121,0.11,0.11,93,72
11759,0.17,0.69,76.7,2.8,37.8%,0.98,69.6%,0.94,0.65,12,20,United States,15006,https://www.hltv.org/stats/players/15006/bigb33tl3,bigb33tl3,1.03,303,0.10,0.10,208,196
11760,0.14,0.69,74.3,3.6,45.7%,1.04,68.3%,0.98,0.68,407,25,Brazil,9480,https://www.hltv.org/stats/players/9480/tifa,tifa,0.98,10476,0.10,0.09,7199,7090
11761,0.13,0.75,72.3,4.1,30.4%,1.08,64.7%,0.86,0.64,11,33,Brazil,2527,https://www.hltv.org/stats/players/2527/frozen,frozeN,0.97,283,0.06,0.12,211,181
11762,0.15,0.69,63.5,2.5,45.6%,0.74,69.1%,0.81,0.56,18,33,China,13120,https://www.hltv.org/stats/players/13120/faith,faith,0.88,466,0.07,0.11,321,259
11763,0.18,0.81,67.4,6.2,34.3%,0.81,59.4%,0.66,0.53,37,34,Brazil,12825,https://www.hltv.org/stats/players/12825/bdz,bdz,0.76,927,0.08,0.09,748,490
11764,0.18,0.76,-,-,46.4%,-,-,0.86,0.65,5,36,South Africa,10551,https://www.hltv.org/stats/players/10551/rvn,rvN,0.88,129,-,-,98,84
11765,0.04,0.85,49.6,0.1,27.3%,0.10,61.5%,0.50,0.42,1,-,Serbia,19503,https://www.hltv.org/stats/players/19503/djokabomba,Djokabomba,0.56,26,0.00,0.15,22,11
11766,0.16,0.67,79.8,4.0,45.2%,1.06,71.9%,1.05,0.70,382,28,Sweden,2398,https://www.hltv.org/stats/players/2398/skytten,SKYTTEN,1.02,10157,0.13,0.10,6759,7087
11767,0.14,0.82,79.6,2.7,60.7%,0.75,65.9%,0.78,0.64,2,23,Turkey,20980,https://www.hltv.org/stats/players/20980/lmt,Lmt,0.86,44,0.09,0.11,36,28
11768,0.10,0.78,-,-,62.1%,-,-,0.94,0.72,2,-,Luxembourg,7913,https://www.hltv.org/stats/players/7913/tny,tny,1.00,40,-,-,31,29
11769,0.09,0.81,69.4,2.3,35.7%,1.02,55.3%,0.74,0.60,2,18,Sweden,18044,https://www.hltv.org/stats/players/18044/spaade,Spaade,0.82,47,0.02,0.02,38,28
11770,0.29,0.79,66.0,7.9,30.0%,0.59,75.0%,0.53,0.42,1,22,New Zealand,20565,https://www.hltv.org/stats/players/20565/feral,Feral,0.78,24,0.04,0.08,19,10
11771,0.07,0.75,65.0,1.6,58.6%,0.89,59.9%,0.81,0.60,8,20,Malaysia,15969,https://www.hltv.org/stats/players/15969/black,black,0.85,232,0.10,0.07,173,140
11772,0.09,0.69,70.8,0.3,50.7%,0.87,70.2%,1.03,0.71,4,17,Australia,17398,https://www.hltv.org/stats/players/17398/tai,Tai,1.02,94,0.17,0.16,65,67
11773,0.18,0.79,81.8,3.3,50.0%,1.07,68.9%,0.93,0.73,4,26,United Kingdom,14724,https://www.hltv.org/stats/players/14724/crouchy,Crouchy,1.03,90,0.11,0.16,71,66
11774,0.15,0.75,76.2,1.4,53.2%,0.98,72.7%,0.95,0.72,8,-,United States,19799,https://www.hltv.org/stats/players/19799/natty,Natty,1.02,176,0.17,0.16,132,126
11775,0.18,0.64,-,-,54.7%,-,-,1.10,0.71,6,-,Slovakia,7746,https://www.hltv.org/stats/players/7746/moonty,MoOnTy,1.04,149,-,-,96,106
11776,0.17,0.71,75.6,3.8,41.6%,1.10,71.4%,0.97,0.69,68,26,Russia,10285,https://www.hltv.org/stats/players/10285/t4tty,t4tty,0.98,1843,0.13,0.14,1301,1264
11777,0.16,0.72,64.8,3.0,36.5%,0.85,67.6%,0.76,0.55,24,-,Sweden,10382,https://www.hltv.org/stats/players/10382/kippi,KIPPI,0.80,559,0.10,0.14,405,307
11778,0.10,0.82,-,-,57.5%,-,-,0.60,0.49,4,-,France,8969,https://www.hltv.org/stats/players/8969/sarah,Sarah,0.63,82,-,-,67,40
11779,0.09,0.76,56.4,1.7,46.2%,0.49,67.0%,0.60,0.45,4,-,Spain,17193,https://www.hltv.org/stats/players/17193/delonge,deLonge,0.72,115,0.09,0.09,87,52
11780,0.13,0.71,77.6,4.1,54.1%,1.13,68.0%,0.98,0.70,317,18,Poland,16820,https://www.hltv.org/stats/players/16820/siuhy,siuhy ,1.05,8572,0.09,0.09,6091,5998
11781,0.15,0.90,-,-,50.0%,-,-,0.44,0.40,1,-,Korea,10255,https://www.hltv.org/stats/players/10255/flam,Flam,0.47,20,-,-,18,8
11782,0.14,0.69,73.0,2.8,28.8%,1.12,68.3%,0.97,0.66,47,20,United States,16685,https://www.hltv.org/stats/players/16685/fiend,FIEND,1.04,1174,0.10,0.10,805,779
11783,0.16,0.67,31.7,0.8,60.7%,0.36,86.7%,0.60,0.40,6,-,United States,9885,https://www.hltv.org/stats/players/9885/forever0,Forever0,0.67,141,0.07,0.00,94,56
11784,0.16,0.81,67.4,5.1,47.1%,0.78,63.2%,0.69,0.56,6,28,Belgium,12302,https://www.hltv.org/stats/players/12302/fre,fRe,0.81,152,0.09,0.11,123,85
11785,0.14,0.65,71.2,2.3,32.9%,1.01,69.4%,1.03,0.66,12,24,Austria,19115,https://www.hltv.org/stats/players/19115/farmag,farmaG,1.04,330,0.09,0.08,213,219
11786,0.02,0.96,39.0,0.9,60.0%,0.31,38.9%,0.38,0.37,3,21,United States,14784,https://www.hltv.org/stats/players/14784/nisei,Nisei,0.37,54,0.13,0.13,52,20
11787,0.13,0.71,55.5,6.3,31.2%,0.49,55.6%,0.62,0.44,21,32,France,7695,https://www.hltv.org/stats/players/7695/flex0r,flex0r,0.67,535,0.06,0.10,381,237
11788,0.14,0.60,75.1,1.9,29.1%,1.15,77.5%,1.21,0.73,6,24,Greece,14471,https://www.hltv.org/stats/players/14471/kuzco,kuzco,1.18,151,0.13,0.15,91,110
11789,0.13,0.83,61.0,1.5,43.4%,0.91,54.4%,0.71,0.59,4,-,United States,15771,https://www.hltv.org/stats/players/15771/deeshiznit,DeeShizNit,0.75,90,0.13,0.08,75,53
11790,0.03,0.92,41.2,2.2,53.8%,0.59,44.4%,0.39,0.36,2,-,Denmark,17811,https://www.hltv.org/stats/players/17811/chrish,chrisH,0.45,36,0.11,0.08,33,13
11791,0.06,0.88,52.8,4.6,22.6%,0.58,41.6%,0.46,0.40,4,-,Sweden,12449,https://www.hltv.org/stats/players/12449/l0ner,L0ner,0.52,77,0.10,0.06,68,31
11792,0.04,0.84,67.0,3.4,43.5%,0.90,47.1%,0.81,0.68,3,31,Canada,17481,https://www.hltv.org/stats/players/17481/a,A,0.77,68,0.09,0.01,57,46
11793,0.08,0.84,64.4,2.8,43.8%,0.77,56.1%,0.61,0.52,8,26,South Africa,9315,https://www.hltv.org/stats/players/9315/bollocks,BollocKs,0.65,172,0.07,0.08,145,89
11794,0.05,0.73,72.7,2.1,56.4%,0.96,64.5%,0.92,0.67,9,23,China,20809,https://www.hltv.org/stats/players/20809/l1fe,l1fe,0.96,242,0.08,0.10,177,163
11795,0.15,0.72,54.0,3.4,45.5%,0.55,68.5%,0.56,0.41,2,-,Sweden,13654,https://www.hltv.org/stats/players/13654/asamoa,AsaMoa,0.74,54,0.20,0.22,39,22
11796,0.13,0.70,69.1,2.6,41.9%,0.98,65.6%,0.88,0.62,18,-,Canada,16355,https://www.hltv.org/stats/players/16355/ri-ri,ri_ri,0.95,389,0.09,0.09,273,241
11797,0.11,0.90,58.6,2.1,48.9%,0.60,51.0%,0.52,0.47,5,20,United States,15294,https://www.hltv.org/stats/players/15294/jjchinchilla,JJChinchilla,0.59,100,0.08,0.08,90,47
11798,0.17,0.68,55.2,3.7,35.1%,0.50,74.8%,0.90,0.61,9,28,Korea,10197,https://www.hltv.org/stats/players/10197/high,high,0.91,218,0.12,0.12,149,134
11799,0.09,0.65,69.8,3.2,32.3%,1.08,61.5%,1.05,0.68,4,-,Switzerland,12442,https://www.hltv.org/stats/players/12442/chilla,Chilla,1.00,91,0.12,0.07,59,62
11800,0.16,0.84,70.1,0.0,42.9%,1.12,53.1%,0.68,0.57,2,24,Russia,18661,https://www.hltv.org/stats/players/18661/zip,zip,0.83,49,0.06,0.12,41,28
11801,0.10,0.74,64.1,0.6,54.3%,0.65,67.2%,0.78,0.57,3,-,Austria,14916,https://www.hltv.org/stats/players/14916/synergy,Synergy,0.84,61,0.08,0.16,45,35
11802,0.10,0.57,75.1,2.6,28.1%,1.10,73.7%,1.30,0.74,127,19,Brazil,17219,https://www.hltv.org/stats/players/17219/keiz,keiz,1.17,3430,0.11,0.08,1970,2555
11803,0.10,0.80,51.9,2.2,64.8%,0.63,56.8%,0.54,0.43,9,26,China,16550,https://www.hltv.org/stats/players/16550/rgg,Rgg,0.65,206,0.03,0.08,164,88
11804,0.13,0.68,77.8,4.2,38.5%,1.17,69.4%,1.06,0.72,250,24,Colombia,11524,https://www.hltv.org/stats/players/11524/sam-a,sam_A,1.10,6314,0.09,0.10,4291,4554
11805,0.18,0.82,64.3,3.7,57.1%,0.59,52.0%,0.51,0.42,2,23,Hong Kong,14996,https://www.hltv.org/stats/players/14996/kevinloo,kevinLoo,0.65,50,0.08,0.12,41,21
11806,0.13,0.65,61.7,0.6,42.2%,0.86,72.6%,0.86,0.57,4,19,Kazakhstan,18991,https://www.hltv.org/stats/players/18991/gilzera,Gilzera,0.95,113,0.07,0.07,74,64
11807,0.12,0.65,71.9,3.0,18.9%,1.16,71.1%,1.13,0.73,6,-,United Kingdom,3911,https://www.hltv.org/stats/players/3911/dudley,dUdLeY,1.10,166,0.07,0.05,108,122
11808,0.13,0.75,78.8,4.1,58.9%,1.12,61.4%,0.95,0.72,8,19,South Africa,17371,https://www.hltv.org/stats/players/17371/distroit,disTroiT,0.99,197,0.08,0.06,148,141
11809,0.15,0.90,38.9,0.0,50.0%,0.13,55.0%,0.22,0.20,1,-,United States,11041,https://www.hltv.org/stats/players/11041/anthraxxx,Anthraxxx,0.40,20,0.05,0.15,18,4
11810,0.11,0.74,80.1,2.7,37.5%,1.13,59.3%,0.80,0.59,1,20,Finland,18849,https://www.hltv.org/stats/players/18849/k8ntys,K8ntys,0.99,27,0.00,0.07,20,16
11811,0.12,0.69,73.2,3.4,35.1%,1.00,67.5%,0.95,0.66,24,-,United States,2201,https://www.hltv.org/stats/players/2201/m4v3r1ck,m4v3r1ck,0.95,638,0.09,0.09,442,422
11812,0.17,0.83,61.8,3.7,52.6%,0.53,56.5%,0.50,0.41,2,22,Saudi Arabia,17064,https://www.hltv.org/stats/players/17064/sadennn,sadeNNN,0.66,46,0.02,0.15,38,19
11813,0.13,0.75,70.7,2.1,48.1%,0.87,68.9%,0.84,0.63,9,24,China,12603,https://www.hltv.org/stats/players/12603/lovelybaby,LoveLyBaby,0.93,212,0.12,0.10,158,133
11814,0.13,0.75,72.4,4.7,37.6%,0.81,63.8%,0.77,0.58,10,25,Hungary,8572,https://www.hltv.org/stats/players/8572/darvex,DARVEX,0.83,243,0.04,0.11,182,141
11815,0.15,0.85,73.5,6.9,30.8%,0.93,54.3%,0.67,0.57,2,31,Australia,11791,https://www.hltv.org/stats/players/11791/nezz,nezz,0.79,46,0.04,0.02,39,26
11816,0.13,0.69,71.7,0.3,44.4%,0.84,66.4%,0.97,0.66,8,24,United States,19127,https://www.hltv.org/stats/players/19127/xirt,Xirt,0.95,214,0.13,0.09,147,142
11817,0.15,0.69,69.8,5.7,32.4%,0.97,67.0%,0.91,0.62,120,25,Portugal,9002,https://www.hltv.org/stats/players/9002/zpr,zpr,0.92,3176,0.09,0.10,2185,1985
11818,0.12,0.71,72.5,3.4,49.0%,0.96,68.0%,0.93,0.66,314,22,Poland,8538,https://www.hltv.org/stats/players/8538/stark,stark,0.94,8322,0.09,0.09,5932,5511
11819,0.11,0.80,63.9,0.9,49.1%,0.67,60.2%,0.72,0.57,4,20,Slovakia,16430,https://www.hltv.org/stats/players/16430/spanji,SpanJi,0.77,93,0.15,0.09,74,53
11820,0.17,0.66,88.2,5.7,43.3%,1.13,72.7%,1.22,0.80,41,-,Canada,10471,https://www.hltv.org/stats/players/10471/nerdy,Nerdy,1.18,1062,0.13,0.09,696,849
11821,0.08,0.77,76.1,2.3,47.6%,1.18,55.8%,1.05,0.81,2,-,Sweden,17935,https://www.hltv.org/stats/players/17935/englund,Englund,0.98,52,0.08,0.02,40,42
11822,0.16,0.76,83.8,2.7,49.0%,1.28,67.0%,0.98,0.74,45,31,Brazil,11247,https://www.hltv.org/stats/players/11247/invul,invul,1.10,1143,0.12,0.13,872,851
11823,0.14,0.74,-,-,38.7%,-,-,0.72,0.53,2,-,Serbia,7968,https://www.hltv.org/stats/players/7968/snaz,SNAZ,0.80,58,-,-,43,31
11824,0.17,0.81,60.8,0.9,63.2%,0.72,55.8%,0.61,0.49,3,22,Uzbekistan,19210,https://www.hltv.org/stats/players/19210/isfanxgod,ISFANXGOD,0.69,77,0.05,0.06,62,38
11825,0.16,0.72,72.4,1.2,38.7%,0.85,60.4%,0.82,0.59,42,-,Norway,1583,https://www.hltv.org/stats/players/1583/hayss,HaySS,0.85,1048,0.11,0.11,752,618
11826,0.17,0.93,50.2,3.7,57.1%,0.51,43.9%,0.37,0.34,2,-,Bahrain,11388,https://www.hltv.org/stats/players/11388/evo,eVo,0.43,41,0.07,0.02,38,14
11827,0.19,0.76,-,-,44.6%,-,-,0.86,0.65,6,-,United States,9825,https://www.hltv.org/stats/players/9825/manzo,Manzo,0.86,185,-,-,141,121
11828,0.14,0.59,-,-,63.9%,-,-,1.20,0.71,2,-,Poland,8241,https://www.hltv.org/stats/players/8241/razormachine,RAZORMACHINE,1.06,51,-,-,30,36
11829,0.10,0.69,70.1,4.1,45.4%,0.87,62.1%,0.89,0.61,13,21,Argentina,14732,https://www.hltv.org/stats/players/14732/tinchoff,tinchoff,0.91,317,0.11,0.10,218,194
11830,0.12,0.65,-,-,40.3%,-,-,1.05,0.68,26,-,Sweden,433,https://www.hltv.org/stats/players/433/zneel,zneel,0.99,662,-,-,429,449
11831,0.14,0.82,76.5,3.8,40.9%,0.82,63.4%,0.76,0.62,3,-,Vietnam,16266,https://www.hltv.org/stats/players/16266/juniverse,Juniverse,0.87,71,0.08,0.11,58,44
11832,0.19,0.74,74.6,5.8,42.9%,1.20,74.1%,0.93,0.69,4,23,United States,20785,https://www.hltv.org/stats/players/20785/niise,niise,1.08,112,0.14,0.14,83,77
11833,0.16,0.73,76.2,4.3,48.0%,0.98,68.9%,0.91,0.66,29,-,Brazil,11165,https://www.hltv.org/stats/players/11165/junyn,Junyn,1.00,748,0.10,0.11,548,496
11834,0.12,0.73,46.4,1.5,33.3%,0.85,46.2%,0.63,0.46,1,22,Indonesia,18144,https://www.hltv.org/stats/players/18144/clasix,cLasix,0.65,26,0.08,0.04,19,12
11835,0.10,0.77,69.7,1.8,53.1%,0.90,66.2%,0.80,0.62,9,-,Brazil,14514,https://www.hltv.org/stats/players/14514/luv,luv,0.90,210,0.07,0.09,162,130
11836,0.12,0.77,62.5,2.4,49.2%,0.61,59.2%,0.62,0.48,11,-,China,12361,https://www.hltv.org/stats/players/12361/blame,Blame,0.72,272,0.06,0.08,210,130
11837,0.16,0.84,-,-,37.3%,-,-,0.74,0.63,4,-,Poland,9485,https://www.hltv.org/stats/players/9485/jannimonstro,Janni.Monstro,0.80,107,-,-,90,67
11838,0.12,0.86,-,-,25.0%,-,-,0.43,0.37,2,-,Korea,10305,https://www.hltv.org/stats/players/10305/tado,tado,0.47,43,-,-,37,16
11839,0.12,0.80,65.6,1.1,48.2%,0.84,61.1%,0.73,0.58,11,29,Belgium,14729,https://www.hltv.org/stats/players/14729/methods,methoDs,0.82,283,0.10,0.07,226,164
11840,0.12,0.67,70.1,5.4,51.1%,0.96,63.9%,0.94,0.62,3,20,New Zealand,12994,https://www.hltv.org/stats/players/12994/chugs,Chugs,0.96,72,0.18,0.12,48,45
11841,0.14,0.75,77.5,1.7,42.6%,1.13,64.7%,0.92,0.69,13,20,Sweden,16725,https://www.hltv.org/stats/players/16725/esneic,esneic,1.01,323,0.07,0.07,242,223
11842,0.15,0.65,79.7,5.2,46.5%,1.15,70.0%,1.11,0.72,105,30,South Africa,9699,https://www.hltv.org/stats/players/9699/konvict,Konvict,1.07,2619,0.10,0.10,1690,1879
11843,0.10,0.77,79.6,4.4,38.3%,0.95,64.2%,0.89,0.69,5,20,Russia,18667,https://www.hltv.org/stats/players/18667/immortal,Immortal,0.95,137,0.15,0.05,106,94
11844,0.15,0.73,68.2,5.9,44.6%,1.00,59.9%,0.71,0.51,7,-,Denmark,1831,https://www.hltv.org/stats/players/1831/tay,TAY,0.79,197,0.10,0.08,143,101
11845,0.15,0.69,81.5,3.8,54.9%,1.18,71.7%,1.06,0.73,530,27,Denmark,14419,https://www.hltv.org/stats/players/14419/roej,roeJ,1.13,13958,0.11,0.11,9605,10212
11846,0.15,0.68,72.7,3.2,43.7%,1.02,70.4%,0.96,0.66,90,28,Russia,8639,https://www.hltv.org/stats/players/8639/riley,Riley,0.96,2352,0.10,0.10,1603,1541
11847,0.15,0.70,78.1,3.8,48.7%,1.01,68.7%,0.96,0.68,90,29,China,10190,https://www.hltv.org/stats/players/10190/kuckerz,KuckerZ,0.96,2248,0.09,0.10,1579,1518
11848,0.00,0.94,44.9,0.0,33.3%,0.29,44.4%,0.35,0.33,1,29,Sweden,14122,https://www.hltv.org/stats/players/14122/holyskit,Holyskit,0.36,18,0.06,0.06,17,6
11849,0.17,0.65,-,-,41.0%,-,-,0.81,0.53,5,-,Russia,3051,https://www.hltv.org/stats/players/3051/m1hka,m1hka,0.80,116,-,-,75,61
11850,0.17,0.87,-,-,62.5%,-,-,0.40,0.35,2,-,Poland,8227,https://www.hltv.org/stats/players/8227/danek,DANek,0.50,46,-,-,40,16
11851,0.08,0.69,61.3,0.9,29.4%,0.83,61.5%,0.94,0.65,1,21,Sweden,18870,https://www.hltv.org/stats/players/18870/lebbe,Lebbe,0.86,26,0.12,0.00,18,17
11852,0.15,0.75,79.5,6.9,51.3%,1.12,64.5%,0.93,0.69,4,32,Lithuania,1305,https://www.hltv.org/stats/players/1305/musse,Musse,1.02,110,0.12,0.08,82,76
11853,0.15,0.66,70.9,4.5,44.6%,0.89,69.9%,0.93,0.61,510,33,Brazil,169,https://www.hltv.org/stats/players/169/nak,nak,0.92,13210,0.09,0.10,8752,8117
11854,0.15,0.80,88.0,2.3,47.9%,1.38,63.3%,0.94,0.75,17,31,Albania,20142,https://www.hltv.org/stats/players/20142/jimz,jimz,1.09,433,0.08,0.12,347,326
11855,0.15,0.66,79.7,5.2,48.9%,1.11,71.4%,1.10,0.73,852,28,New Zealand,8767,https://www.hltv.org/stats/players/8767/ofnu,ofnu,1.06,21778,0.10,0.10,14413,15793
11856,0.17,0.74,60.4,3.1,35.3%,0.71,68.4%,0.89,0.66,7,29,Austria,2121,https://www.hltv.org/stats/players/2121/nokz,nokz,0.92,207,0.07,0.14,153,136
11857,0.11,0.75,69.4,1.6,38.3%,0.75,64.5%,0.82,0.62,3,37,China,13112,https://www.hltv.org/stats/players/13112/hyper-m,hyper_M,0.87,76,0.11,0.11,57,47
11858,0.12,0.69,57.3,0.7,60.0%,0.83,59.0%,0.74,0.51,3,-,Denmark,13848,https://www.hltv.org/stats/players/13848/r3vilo,R3vilo,0.80,78,0.10,0.14,54,40
11859,0.15,0.70,83.8,2.0,29.5%,1.22,68.5%,1.12,0.78,5,21,Singapore,15308,https://www.hltv.org/stats/players/15308/asianfs,AsianFs,1.13,143,0.10,0.10,100,112
11860,0.15,0.74,-,-,47.6%,-,-,0.87,0.65,32,-,Sweden,4019,https://www.hltv.org/stats/players/4019/barsic,barsiC,0.90,823,-,-,613,532
