,assists_round,deaths_round,dmg_round,gnd_dmg_round,hs_percentage,impact,kast,kd_ratio,kills_round,maps_played,player_age,player_country,player_id,player_link,player_nick,rating_1,rounds_played,save_team_round,saved_by_round,total_deaths,total_kills
4220,0.23,0.70,80.3,5.2,45.0%,1.13,70.0%,0.95,0.67,1,-,Finland,14200,https://www.hltv.org/stats/players/14200/haux,Haux,1.05,30,0.17,0.07,21,20
4221,0.14,0.81,66.3,3.7,36.0%,0.73,52.0%,0.62,0.50,4,23,Macedonia,13369,https://www.hltv.org/stats/players/13369/etw,etw,0.71,100,0.09,0.06,81,50
4222,0.10,0.83,69.4,5.1,42.9%,1.00,57.9%,0.76,0.63,6,26,Kuwait,16518,https://www.hltv.org/stats/players/16518/alghan1m,Alghan1m,0.85,133,0.05,0.10,110,84
4223,0.16,0.69,-,-,25.7%,-,-,0.91,0.63,11,-,Poland,3679,https://www.hltv.org/stats/players/3679/abdul,abdul,0.91,270,-,-,187,171
4224,0.05,0.93,62.3,2.2,60.0%,0.82,47.5%,0.54,0.50,2,-,China,15320,https://www.hltv.org/stats/players/15320/tiamo,Tiamo,0.63,40,0.05,0.07,37,20
4225,0.14,0.74,86.1,3.6,59.1%,1.06,70.4%,1.01,0.74,5,24,Germany,17750,https://www.hltv.org/stats/players/17750/sim19,sim19,1.08,125,0.07,0.18,92,93
4226,0.18,0.79,-,-,58.8%,-,-,0.76,0.60,3,-,Denmark,8885,https://www.hltv.org/stats/players/8885/n3wbie,n3wbie,0.81,57,-,-,45,34
4227,0.16,0.66,89.1,3.2,40.5%,1.13,75.5%,1.19,0.79,4,-,United Arab Emirates,17259,https://www.hltv.org/stats/players/17259/sneaky,Sneaky,1.22,94,0.15,0.09,62,74
4228,0.11,0.80,59.9,1.6,30.4%,0.84,56.8%,0.66,0.52,4,-,Denmark,17815,https://www.hltv.org/stats/players/17815/toreans,TOREANS,0.76,88,0.09,0.11,70,46
4229,0.11,0.63,70.8,5.3,56.0%,0.94,70.1%,1.02,0.65,160,18,Sweden,19310,https://www.hltv.org/stats/players/19310/lnz,LNZ,1.02,4236,0.09,0.08,2683,2733
4230,0.14,0.86,75.4,10.5,50.0%,0.91,52.4%,0.67,0.57,1,-,United States,12498,https://www.hltv.org/stats/players/12498/lopezomg,LOPEZOMG,0.77,21,0.05,0.00,18,12
4231,0.12,0.78,56.5,3.0,16.0%,0.72,62.0%,0.64,0.50,2,22,Pakistan,19987,https://www.hltv.org/stats/players/19987/nine-tailed,Nine_Tailed,0.76,50,0.10,0.12,39,25
4232,0.13,0.65,80.1,3.9,46.8%,1.07,72.2%,1.13,0.73,1035,20,Russia,12732,https://www.hltv.org/stats/players/12732/fl1t,FL1T,1.12,27866,0.11,0.09,18115,20451
4233,0.13,0.70,73.9,3.6,44.4%,0.93,71.3%,0.96,0.67,63,27,Serbia,8251,https://www.hltv.org/stats/players/8251/zer0x,Zer0X,0.95,1572,0.11,0.12,1101,1060
4234,0.16,0.68,61.0,2.2,45.8%,0.87,70.2%,0.77,0.52,21,25,Japan,9162,https://www.hltv.org/stats/players/9162/sakura,Sakura,0.80,575,0.14,0.11,391,301
4235,0.14,0.66,-,-,45.1%,-,-,1.01,0.67,9,29,Iceland,7888,https://www.hltv.org/stats/players/7888/skipid,Skipid,0.98,216,-,-,143,144
4236,0.16,0.73,69.5,2.3,43.3%,0.79,71.9%,0.80,0.59,8,29,Russia,12464,https://www.hltv.org/stats/players/12464/horhe,Horhe,0.92,217,0.07,0.12,158,127
4237,0.11,0.82,71.4,5.0,52.5%,0.84,61.3%,0.72,0.58,13,-,Pakistan,15594,https://www.hltv.org/stats/players/15594/gunner,GuNNeR,0.83,310,0.09,0.07,253,181
4238,0.04,0.78,51.6,2.4,66.7%,0.34,40.7%,0.43,0.33,1,24,United States,16882,https://www.hltv.org/stats/players/16882/wheaties,Wheaties,0.47,27,0.00,0.11,21,9
4239,0.08,0.67,-,-,57.1%,-,-,0.65,0.44,2,-,Portugal,8391,https://www.hltv.org/stats/players/8391/steelykx,steelykx,0.75,64,-,-,43,28
4240,0.14,0.78,59.8,3.5,42.1%,0.61,60.5%,0.60,0.47,3,-,Denmark,5058,https://www.hltv.org/stats/players/5058/zind,zind,0.73,81,0.10,0.06,63,38
4241,0.09,0.68,71.5,1.2,28.9%,1.11,67.3%,1.05,0.71,354,23,Denmark,8830,https://www.hltv.org/stats/players/8830/hectoz,HECTOz,1.03,9307,0.10,0.09,6326,6617
4242,0.14,0.70,70.2,4.3,53.6%,0.91,67.9%,0.90,0.63,144,34,Brazil,11736,https://www.hltv.org/stats/players/11736/guto22,GUTO22,0.96,3659,0.10,0.11,2549,2294
4243,0.12,0.66,70.6,2.6,55.2%,0.95,70.2%,0.97,0.64,590,22,France,13042,https://www.hltv.org/stats/players/13042/logan,LOGAN,1.01,15692,0.10,0.10,10391,10091
4244,0.16,0.80,81.7,9.2,39.0%,0.72,64.0%,0.68,0.55,3,-,Brazil,19149,https://www.hltv.org/stats/players/19149/diniz,DiNiZ,0.80,75,0.09,0.07,60,41
4245,0.18,0.86,48.8,0.0,30.0%,0.78,54.5%,0.53,0.45,1,21,Poland,19952,https://www.hltv.org/stats/players/19952/kita,Kita,0.65,22,0.09,0.14,19,10
4246,0.15,0.65,75.1,4.8,40.6%,1.04,71.7%,1.06,0.68,1838,29,Bulgaria,2799,https://www.hltv.org/stats/players/2799/bubble,bubble,1.02,47973,0.10,0.10,30952,32746
4247,0.12,0.64,80.4,3.4,55.7%,1.13,72.9%,1.19,0.76,843,22,Turkey,8575,https://www.hltv.org/stats/players/8575/calyx,Calyx,1.12,21967,0.11,0.09,13963,16645
4248,0.02,0.88,54.8,3.9,28.0%,0.82,56.2%,0.60,0.52,2,30,Russia,12043,https://www.hltv.org/stats/players/12043/perfectl,PerfectL,0.71,48,0.12,0.10,42,25
4249,0.08,0.62,70.9,2.7,31.4%,1.06,70.5%,1.14,0.70,361,20,Denmark,13602,https://www.hltv.org/stats/players/13602/nicoodoz,nicoodoz,1.08,9808,0.11,0.09,6083,6908
4250,0.08,0.69,79.2,3.4,26.0%,1.21,65.5%,1.11,0.76,7,30,Taiwan,15420,https://www.hltv.org/stats/players/15420/ktysoul,ktySOUL,1.11,197,0.11,0.07,135,150
4251,0.09,0.76,68.7,1.8,63.4%,0.84,62.9%,0.84,0.64,30,25,Turkey,14068,https://www.hltv.org/stats/players/14068/saranostra,SARANOSTRA,0.87,750,0.09,0.09,573,483
4252,0.10,0.87,55.1,3.7,64.7%,0.44,51.3%,0.50,0.44,2,27,Bangladesh,14844,https://www.hltv.org/stats/players/14844/mind-hax,MiNd HaX,0.55,39,0.08,0.03,34,17
4253,0.12,0.88,55.0,0.0,42.9%,1.05,44.2%,0.55,0.49,2,36,Germany,113,https://www.hltv.org/stats/players/113/loomit,loomit,0.66,43,0.05,0.05,38,21
4254,0.11,0.68,74.7,3.7,54.9%,1.02,69.7%,1.02,0.69,99,20,Latvia,19207,https://www.hltv.org/stats/players/19207/eiza,EIZA,1.05,2789,0.11,0.11,1892,1927
4255,0.14,0.69,69.4,2.7,47.2%,0.96,69.0%,0.91,0.63,139,23,Argentina,12845,https://www.hltv.org/stats/players/12845/nhl,nhl,0.97,3591,0.09,0.09,2480,2265
4256,0.11,0.77,-,-,54.7%,-,-,0.79,0.61,11,-,United Kingdom,7513,https://www.hltv.org/stats/players/7513/pez,PEZ,0.85,280,-,-,215,170
4257,0.15,0.95,-,-,12.5%,-,-,0.42,0.40,1,-,Korea,10078,https://www.hltv.org/stats/players/10078/siresa,Siresa,0.46,20,-,-,19,8
4258,0.18,0.79,60.6,2.1,44.4%,0.69,53.7%,0.60,0.47,4,-,Korea,12391,https://www.hltv.org/stats/players/12391/jbp,JBP,0.69,95,0.03,0.05,75,45
4259,0.06,0.94,55.0,0.5,22.2%,0.55,54.5%,0.58,0.55,2,-,Australia,17297,https://www.hltv.org/stats/players/17297/moon,moon,0.52,33,0.09,0.03,31,18
4260,0.16,0.73,77.9,4.5,45.1%,1.10,68.3%,0.94,0.69,320,25,Colombia,9214,https://www.hltv.org/stats/players/9214/spamzzy1,spamzzy1,0.96,8039,0.11,0.10,5902,5530
4261,0.13,0.68,78.3,3.4,33.1%,1.23,70.1%,1.04,0.71,197,26,Estonia,3401,https://www.hltv.org/stats/players/3401/sperr,sperr,1.03,5059,0.11,0.10,3457,3612
4262,0.13,0.73,-,-,50.6%,-,-,0.96,0.71,12,-,Slovakia,7761,https://www.hltv.org/stats/players/7761/theton,theton,0.99,335,-,-,246,237
4263,0.13,0.74,73.0,3.0,42.3%,1.04,66.0%,0.94,0.69,6,-,Sweden,10637,https://www.hltv.org/stats/players/10637/erkenp,erkenp,0.99,150,0.14,0.07,111,104
4264,0.19,0.75,76.9,6.3,51.5%,1.06,61.5%,0.81,0.61,10,-,United States,15253,https://www.hltv.org/stats/players/15253/meander-z,meander_z,0.95,273,0.07,0.12,205,167
4265,0.10,0.66,66.0,3.2,55.5%,0.83,67.6%,0.90,0.60,259,21,Kazakhstan,18752,https://www.hltv.org/stats/players/18752/kade0,kade0,0.94,6989,0.08,0.08,4645,4198
4266,0.12,0.72,80.2,2.9,37.4%,1.20,68.2%,1.06,0.76,228,20,United States,16597,https://www.hltv.org/stats/players/16597/4pack,4pack,1.10,5904,0.10,0.09,4223,4462
4267,0.12,0.74,71.7,2.5,47.9%,0.89,64.1%,0.86,0.64,45,21,Finland,13405,https://www.hltv.org/stats/players/13405/beksih,BekSih,0.91,1171,0.10,0.09,871,750
4268,0.10,0.73,70.5,3.1,52.3%,1.00,63.6%,0.89,0.65,52,-,United States,10846,https://www.hltv.org/stats/players/10846/dee,dee,0.94,1365,0.09,0.07,992,883
4269,0.11,0.60,69.9,3.2,46.6%,0.90,73.2%,1.08,0.65,725,27,Brazil,10840,https://www.hltv.org/stats/players/10840/tatazin,tatazin,1.05,19014,0.09,0.08,11437,12357
4270,0.17,0.71,77.4,4.7,46.5%,1.10,68.1%,0.96,0.68,40,25,Finland,10039,https://www.hltv.org/stats/players/10039/jesmund,JESMUND,0.96,1029,0.09,0.11,729,699
4271,0.09,0.93,50.2,1.8,54.5%,0.81,48.9%,0.52,0.49,2,-,United States,17957,https://www.hltv.org/stats/players/17957/roko,RoKo,0.55,45,0.11,0.11,42,22
4272,0.15,0.68,67.9,5.9,48.6%,0.82,68.9%,0.82,0.56,50,19,United Kingdom,20358,https://www.hltv.org/stats/players/20358/volt,volt,0.93,1410,0.11,0.12,964,794
4273,0.17,0.73,83.2,6.0,49.4%,1.28,62.7%,1.01,0.74,9,30,Sweden,1453,https://www.hltv.org/stats/players/1453/othiss,othiss,1.09,225,0.06,0.09,165,166
4274,0.11,0.67,68.1,3.9,50.4%,0.84,70.0%,0.95,0.63,16,29,Morocco,10488,https://www.hltv.org/stats/players/10488/skinny,skiNNy,0.92,436,0.11,0.10,292,276
4275,0.12,0.73,70.1,2.2,36.0%,0.99,64.3%,0.87,0.63,32,22,Estonia,16855,https://www.hltv.org/stats/players/16855/zteeek,zteeek,0.93,827,0.09,0.10,604,525
4276,0.12,0.74,67.3,4.8,43.3%,0.83,63.5%,0.79,0.59,51,21,Romania,16548,https://www.hltv.org/stats/players/16548/chanky,CHANKY,0.87,1414,0.09,0.10,1047,829
4277,0.10,0.67,68.4,4.7,32.4%,0.74,69.2%,0.97,0.65,2,-,India,12896,https://www.hltv.org/stats/players/12896/leoadrian,leoadrian,0.93,52,0.10,0.12,35,34
4278,0.13,0.69,67.1,4.7,51.0%,0.81,69.3%,0.86,0.59,308,22,United States,12090,https://www.hltv.org/stats/players/12090/frostayk,FrostayK,0.93,7957,0.12,0.11,5460,4690
4279,0.10,0.60,77.0,2.9,25.9%,1.38,70.6%,1.25,0.75,10,29,Norway,12799,https://www.hltv.org/stats/players/12799/luis,Luis,1.22,252,0.07,0.04,151,189
4280,0.11,0.67,74.2,3.2,37.8%,1.11,69.6%,1.05,0.70,692,24,Ukraine,9349,https://www.hltv.org/stats/players/9349/aiyvan,AiyvaN,1.03,18003,0.10,0.10,12006,12619
4281,0.13,0.73,72.9,3.6,45.6%,0.96,66.4%,0.93,0.68,58,27,China,8066,https://www.hltv.org/stats/players/8066/dg,DG,0.94,1430,0.12,0.10,1045,968
4282,0.13,0.78,63.5,5.4,45.2%,0.86,63.0%,0.67,0.52,4,34,Taiwan,19431,https://www.hltv.org/stats/players/19431/a3,A+^3,0.83,119,0.05,0.13,93,62
4283,0.17,0.76,67.9,3.6,38.4%,0.84,64.3%,0.76,0.58,9,-,Brazil,17224,https://www.hltv.org/stats/players/17224/relzit,Relzit,0.86,283,0.15,0.12,215,164
4284,0.11,0.69,-,-,54.3%,-,-,0.94,0.65,15,27,Switzerland,7947,https://www.hltv.org/stats/players/7947/diyar,diYAR,0.94,393,-,-,272,256
4285,0.13,0.73,63.4,5.1,42.2%,0.76,66.6%,0.76,0.56,33,21,Spain,15744,https://www.hltv.org/stats/players/15744/ar4gorn,Ar4gorN,0.85,856,0.13,0.13,627,476
4286,0.24,0.75,79.8,6.4,50.6%,1.17,66.9%,0.87,0.65,5,-,Tunisia,11177,https://www.hltv.org/stats/players/11177/crqsh,cRqsh,1.02,130,0.05,0.04,98,85
4287,0.05,0.86,55.9,0.8,58.3%,0.73,61.9%,0.67,0.57,1,24,Australia,20999,https://www.hltv.org/stats/players/20999/happyducks,HappyDucks,0.74,21,0.00,0.00,18,12
4288,0.09,0.80,67.6,2.2,50.0%,1.08,68.5%,0.84,0.67,2,27,Lithuania,14194,https://www.hltv.org/stats/players/14194/choice,choice,0.94,54,0.15,0.19,43,36
4289,0.12,0.71,62.3,2.5,33.5%,0.94,58.3%,0.89,0.63,70,31,Denmark,7400,https://www.hltv.org/stats/players/7400/gravityy,gravityy,0.90,1820,0.08,0.09,1285,1140
4290,0.15,0.65,63.8,0.6,37.5%,0.77,69.6%,0.85,0.55,4,23,Bangladesh,14852,https://www.hltv.org/stats/players/14852/rage,RAGE,0.91,102,0.09,0.13,66,56
4291,0.15,0.88,69.5,1.3,40.0%,0.87,50.0%,0.57,0.50,2,-,Ecuador,15880,https://www.hltv.org/stats/players/15880/son-culo,SON_CULO,0.76,40,0.10,0.12,35,20
4292,0.14,0.70,75.3,3.6,47.5%,1.05,68.9%,0.99,0.69,315,22,Belarus,13977,https://www.hltv.org/stats/players/13977/fnyekes,fnyekes,1.03,8217,0.11,0.10,5749,5671
4293,0.13,0.67,74.1,4.4,35.8%,1.04,69.9%,1.05,0.70,184,24,France,14199,https://www.hltv.org/stats/players/14199/fearoth,Fearoth,1.05,4867,0.11,0.10,3250,3404
4294,0.10,0.66,74.3,2.9,34.6%,1.16,70.1%,1.11,0.73,553,20,Norway,12840,https://www.hltv.org/stats/players/12840/hallzerk,hallzerk,1.11,14900,0.11,0.10,9763,10830
4295,0.13,0.72,69.6,3.0,55.5%,0.95,66.3%,0.89,0.64,56,22,Poland,10851,https://www.hltv.org/stats/players/10851/derciak,derciak,0.94,1471,0.10,0.10,1058,944
4296,0.18,0.73,79.2,1.5,51.1%,1.10,66.8%,0.95,0.69,16,23,Finland,13562,https://www.hltv.org/stats/players/13562/pheini,pheini,1.03,404,0.10,0.09,296,280
4297,0.10,0.69,68.0,2.5,35.8%,1.01,67.9%,0.96,0.66,201,24,Belgium,9644,https://www.hltv.org/stats/players/9644/youyou,YOUYOU,0.96,5139,0.10,0.11,3558,3411
4298,0.09,0.72,77.8,3.6,44.9%,1.18,66.0%,1.04,0.75,18,22,Macedonia,13365,https://www.hltv.org/stats/players/13365/kiko,KiKO,1.08,456,0.10,0.09,327,341
4299,0.13,0.70,53.4,2.7,45.8%,0.45,58.1%,0.96,0.67,203,31,Germany,7216,https://www.hltv.org/stats/players/7216/rak,Rak,0.96,5120,0.09,0.07,3559,3415
4300,0.14,0.76,70.1,0.0,43.8%,1.02,55.2%,0.73,0.55,1,-,China,18013,https://www.hltv.org/stats/players/18013/nifty,Nifty,0.87,29,0.14,0.10,22,16
4301,0.11,0.82,73.9,3.8,14.3%,0.87,75.0%,0.91,0.75,1,18,Germany,20739,https://www.hltv.org/stats/players/20739/askan,Askan,0.95,28,0.04,0.04,23,21
4302,0.11,0.73,66.9,2.5,58.9%,0.86,64.8%,0.81,0.60,28,-,China,20267,https://www.hltv.org/stats/players/20267/sakai,Sakai,0.89,770,0.09,0.11,565,460
4303,0.16,0.83,-,-,37.7%,-,-,0.76,0.63,8,29,China,10269,https://www.hltv.org/stats/players/10269/aza,AZA,0.79,167,-,-,139,106
4304,0.13,0.68,81.8,3.2,54.4%,1.19,72.0%,1.14,0.77,237,28,India,1055,https://www.hltv.org/stats/players/1055/havok,havoK,1.11,6247,0.12,0.10,4221,4802
4305,0.10,0.75,67.8,1.9,37.8%,0.99,62.3%,0.82,0.62,6,24,Slovakia,20322,https://www.hltv.org/stats/players/20322/krizzzy,kRizzZy,0.89,159,0.09,0.10,120,98
4306,0.16,0.71,65.3,4.2,44.6%,0.93,65.2%,0.79,0.57,4,-,Hungary,16747,https://www.hltv.org/stats/players/16747/skraddy,skraddy,0.91,115,0.14,0.12,82,65
4307,0.11,0.73,86.2,6.7,39.7%,1.34,64.4%,1.09,0.79,8,27,Denmark,10644,https://www.hltv.org/stats/players/10644/mik0n,Mik0N,1.13,191,0.08,0.05,139,151
4308,0.16,0.66,70.9,6.4,46.4%,0.86,71.2%,0.93,0.61,42,27,Turkey,14069,https://www.hltv.org/stats/players/14069/bishop,bishop,0.99,1039,0.09,0.11,682,632
4309,0.16,0.77,-,-,50.0%,-,-,0.69,0.53,3,37,Russia,480,https://www.hltv.org/stats/players/480/flatra,Flatra,0.73,83,-,-,64,44
4310,0.10,0.90,66.8,0.8,72.7%,0.24,65.0%,0.61,0.55,1,-,China,14134,https://www.hltv.org/stats/players/14134/audi,Audi,0.67,20,0.10,0.15,18,11
4311,0.08,0.79,49.4,3.4,42.3%,0.49,51.6%,0.53,0.42,3,-,Denmark,13726,https://www.hltv.org/stats/players/13726/telkamp,telkaMp,0.57,62,0.02,0.06,49,26
4312,0.24,0.75,-,-,48.4%,-,-,0.76,0.56,2,-,United Kingdom,10025,https://www.hltv.org/stats/players/10025/erra,Erra,0.74,55,-,-,41,31
4313,0.04,0.72,-,-,57.1%,-,-,0.78,0.56,1,-,Norway,7563,https://www.hltv.org/stats/players/7563/akcl,Akcl,0.88,25,-,-,18,14
4314,0.21,0.82,71.4,3.4,38.5%,1.18,61.3%,0.76,0.63,2,-,Hungary,15670,https://www.hltv.org/stats/players/15670/gavinho,gavinho,0.90,62,0.06,0.06,51,39
4315,0.14,0.71,76.7,3.8,47.6%,1.05,69.0%,0.97,0.69,638,21,Poland,15204,https://www.hltv.org/stats/players/15204/vegi,Vegi,1.04,17422,0.10,0.10,12320,11986
4316,0.19,0.88,78.6,8.7,57.1%,0.69,65.4%,0.61,0.54,1,-,United States,14622,https://www.hltv.org/stats/players/14622/miichz,Miichz,0.81,26,0.08,0.12,23,14
4317,0.13,0.71,80.8,1.6,49.5%,1.17,70.2%,1.05,0.75,67,17,Russia,19920,https://www.hltv.org/stats/players/19920/kair0n,KaiR0N-,1.12,1849,0.09,0.10,1317,1384
4318,0.05,0.82,52.8,8.3,25.0%,0.44,68.4%,0.52,0.42,2,-,Brazil,17287,https://www.hltv.org/stats/players/17287/goddess,goddess,0.69,38,0.05,0.11,31,16
4319,0.09,0.84,58.2,4.2,38.6%,0.53,60.5%,0.59,0.50,5,28,Iceland,13459,https://www.hltv.org/stats/players/13459/hyperactiive,Hyperactiive,0.65,114,0.14,0.16,96,57
4320,0.04,0.51,37.1,0.5,42.9%,0.30,72.2%,0.61,0.31,3,25,India,14888,https://www.hltv.org/stats/players/14888/starboy,Starboy,0.74,90,0.01,0.03,46,28
4321,0.16,0.73,-,-,49.7%,-,-,0.90,0.65,51,-,Russia,7793,https://www.hltv.org/stats/players/7793/dstr,DSTR,0.92,1319,-,-,960,861
4322,0.09,0.81,53.6,2.5,42.1%,0.46,58.1%,0.54,0.44,2,24,Singapore,12962,https://www.hltv.org/stats/players/12962/jrf,jrf,0.63,43,0.05,0.07,35,19
4323,0.07,0.83,85.3,2.5,45.5%,1.00,59.5%,0.94,0.79,2,-,Mexico,17851,https://www.hltv.org/stats/players/17851/sherk,Sherk,0.96,42,0.10,0.07,35,33
4324,0.12,0.76,59.1,4.0,38.7%,0.63,62.5%,0.61,0.47,5,26,Australia,11780,https://www.hltv.org/stats/players/11780/pez,Pez,0.72,160,0.06,0.12,122,75
4325,0.00,0.81,55.5,3.0,31.6%,0.40,57.1%,0.56,0.45,2,20,Switzerland,17759,https://www.hltv.org/stats/players/17759/denis,deNis,0.63,42,0.14,0.12,34,19
4326,0.00,0.62,-,-,4.1%,-,-,1.14,0.71,6,-,Poland,318,https://www.hltv.org/stats/players/318/drive,drive,1.06,138,-,-,86,98
4327,0.13,0.80,62.3,3.7,32.8%,0.68,55.9%,0.63,0.50,5,-,Russia,13088,https://www.hltv.org/stats/players/13088/furi,fURI,0.70,127,0.06,0.08,101,64
4328,0.12,0.66,-,-,50.0%,-,-,0.88,0.58,10,-,Denmark,9918,https://www.hltv.org/stats/players/9918/wondi,Wondi,0.89,268,-,-,178,156
4329,0.11,0.69,63.7,1.4,43.9%,0.67,64.3%,0.76,0.52,11,22,France,20307,https://www.hltv.org/stats/players/20307/spn,Spn,0.84,286,0.09,0.09,196,148
4330,0.13,0.71,75.0,2.7,45.9%,1.05,66.7%,0.95,0.68,68,24,Canada,13243,https://www.hltv.org/stats/players/13243/sml,smL,1.01,1657,0.10,0.08,1180,1124
4331,0.11,0.70,74.9,3.6,59.0%,1.08,70.2%,1.00,0.70,73,22,Syria,12646,https://www.hltv.org/stats/players/12646/kazoo,kAzoo,1.06,1972,0.11,0.10,1385,1387
4332,0.09,0.66,68.7,2.9,60.0%,0.84,69.8%,0.97,0.65,4,28,India,12661,https://www.hltv.org/stats/players/12661/rulez,rulez,0.97,116,0.14,0.07,77,75
4333,0.13,0.75,75.2,1.7,61.3%,1.12,66.4%,0.92,0.69,11,21,Russia,12767,https://www.hltv.org/stats/players/12767/9k0,9K0,1.01,289,0.08,0.04,216,199
4334,0.13,0.89,-,-,43.8%,-,-,0.33,0.30,3,-,Czech Republic,7731,https://www.hltv.org/stats/players/7731/ll,LL,0.37,54,-,-,48,16
4335,0.12,0.74,74.5,4.4,48.2%,1.10,63.3%,0.92,0.68,12,34,China,13107,https://www.hltv.org/stats/players/13107/minikt,MiniKt,0.98,330,0.12,0.08,245,226
4336,0.11,0.76,60.8,2.7,54.9%,0.63,64.9%,0.69,0.52,12,-,Tunisia,11937,https://www.hltv.org/stats/players/11937/wizzem,wizzem,0.78,271,0.08,0.11,205,142
4337,0.08,0.73,-,-,72.5%,-,-,0.77,0.56,3,-,France,8153,https://www.hltv.org/stats/players/8153/xls,xLs,0.82,71,-,-,52,40
4338,0.14,0.71,69.7,3.4,45.8%,0.85,66.8%,0.86,0.62,66,28,Turkey,9858,https://www.hltv.org/stats/players/9858/badshah,Badshah,0.88,1708,0.10,0.10,1221,1052
4339,0.09,0.75,63.5,4.4,33.3%,0.61,68.8%,0.70,0.53,4,-,Denmark,9772,https://www.hltv.org/stats/players/9772/zenti,Zenti,0.73,85,0.08,0.09,64,45
4340,0.13,0.72,81.9,6.3,44.0%,1.23,67.1%,1.05,0.76,9,24,United Arab Emirates,17049,https://www.hltv.org/stats/players/17049/rare,rAre,1.11,255,0.11,0.09,183,193
4341,0.08,0.66,59.4,4.1,50.0%,0.86,61.5%,0.84,0.55,2,27,Finland,18649,https://www.hltv.org/stats/players/18649/harveyb,harveyb,0.86,65,0.12,0.09,43,36
4342,0.21,0.70,77.3,3.3,44.4%,1.36,61.2%,0.96,0.67,3,25,Iran,18526,https://www.hltv.org/stats/players/18526/njks,NjkS,1.08,67,0.10,0.15,47,45
4343,0.15,0.67,68.8,2.5,38.3%,0.96,69.5%,0.99,0.66,8,29,Greece,14481,https://www.hltv.org/stats/players/14481/wea,Wea,0.98,203,0.10,0.16,135,133
4344,0.17,0.70,-,-,48.7%,-,-,0.96,0.68,19,-,Finland,7389,https://www.hltv.org/stats/players/7389/nashje,nashje,0.97,469,-,-,330,318
4345,0.09,0.72,67.7,2.5,59.8%,0.86,66.1%,0.88,0.64,32,17,Argentina,19985,https://www.hltv.org/stats/players/19985/nacho,nacho,0.92,819,0.11,0.10,590,522
4346,0.09,0.76,53.8,6.0,37.4%,0.71,57.1%,0.68,0.52,9,28,Kuwait,10483,https://www.hltv.org/stats/players/10483/awverthinker,awverthinkeR,0.74,254,0.04,0.10,194,131
4347,0.11,0.68,-,-,20.0%,-,-,1.05,0.71,1,-,Norway,9511,https://www.hltv.org/stats/players/9511/decn,decn,1.02,28,-,-,19,20
4348,0.06,0.79,55.7,0.8,31.5%,0.70,58.4%,0.70,0.55,7,22,United States,14860,https://www.hltv.org/stats/players/14860/addy,Addy,0.73,161,0.11,0.14,127,89
4349,0.14,0.77,79.2,6.7,52.8%,1.14,62.2%,0.90,0.70,16,20,United States,20154,https://www.hltv.org/stats/players/20154/rin,rin,0.99,407,0.07,0.09,314,284
4350,0.14,0.89,65.7,4.4,51.1%,0.70,60.5%,0.65,0.58,4,24,Macau,15756,https://www.hltv.org/stats/players/15756/cjy,CJy,0.72,81,0.17,0.12,72,47
4351,0.13,0.75,70.2,4.4,41.3%,0.96,65.6%,0.82,0.61,75,22,Brazil,14010,https://www.hltv.org/stats/players/14010/zmb,zmb,0.93,1903,0.08,0.11,1419,1163
4352,0.09,0.78,-,-,51.8%,-,-,0.79,0.62,6,-,Italy,9762,https://www.hltv.org/stats/players/9762/maestry,MAESTRY,0.84,138,-,-,108,85
4353,0.12,0.72,64.7,1.7,50.6%,0.94,63.0%,0.86,0.62,5,19,Lebanon,19358,https://www.hltv.org/stats/players/19358/xela,Xela,0.88,127,0.11,0.06,92,79
4354,0.08,0.84,85.8,0.7,36.0%,1.11,58.1%,0.96,0.81,3,-,Australia,14951,https://www.hltv.org/stats/players/14951/xeqtr,xeqtr,0.99,62,0.18,0.08,52,50
4355,0.07,0.89,51.3,1.0,47.6%,0.62,50.0%,0.51,0.46,2,-,Denmark,10920,https://www.hltv.org/stats/players/10920/psl,PSL,0.55,46,0.07,0.11,41,21
4356,0.14,0.71,85.6,4.0,61.4%,1.24,67.2%,1.07,0.76,2,23,India,18956,https://www.hltv.org/stats/players/18956/rafeeq,Rafeeq,1.14,58,0.14,0.07,41,44
4357,0.09,0.72,62.9,3.0,43.3%,0.75,61.7%,0.88,0.64,2,-,Denmark,13875,https://www.hltv.org/stats/players/13875/ege,eGE,0.81,47,0.13,0.09,34,30
4358,0.14,0.70,56.7,1.2,53.4%,0.46,65.9%,0.69,0.48,8,-,China,11950,https://www.hltv.org/stats/players/11950/f1sh,f1sh,0.75,182,0.05,0.15,128,88
4359,0.09,0.72,71.4,4.8,47.2%,0.96,71.0%,0.94,0.67,8,21,China,17188,https://www.hltv.org/stats/players/17188/jun9le,Jun9le,0.99,214,0.12,0.06,154,144
4360,0.13,0.69,76.1,1.8,50.3%,1.02,70.0%,1.02,0.71,186,27,Canada,10253,https://www.hltv.org/stats/players/10253/dallas,Dallas,1.02,4849,0.13,0.10,3360,3436
4361,0.12,0.73,-,-,30.4%,-,-,1.21,0.88,1,-,Norway,9898,https://www.hltv.org/stats/players/9898/hnrk,HnrK,1.25,26,-,-,19,23
4362,0.15,0.71,69.5,5.2,49.0%,0.91,67.2%,0.86,0.61,177,29,Serbia,2732,https://www.hltv.org/stats/players/2732/jordan,JORDAN,0.88,4458,0.10,0.12,3144,2698
